"REPORT_START_DATE","WEEK_NUMBER","ORDER_PLACED_AT_UTC","TRANSACTION_COMPLETED_AT_UTC","SELLER_ID","TRANSACTION_TYPE","TRANSACTION_MESSAGE","ORDER_ID","LISTING_TITLE","LISTING_DESCRIPTION","PRODUCT_CATEGORY","BUY_FORMAT","SALE_TYPE","QUANTITY_SOLD","SKU","COST_OF_GOODS","LIVESTREAM_ID","LIVESTREAM_TITLE","BUYER_NAME","BUYER_STATE","BUYER_COUNTRY","SHIPMENT_ID","TRANSACTION_CURRENCY","TRANSACTION_AMOUNT","BUYER_PAID","ORIGINAL_ITEM_PRICE","COUPON_COST","POST_COUPON_PRICE","SHIPPING_FEE","COMMISSION_FEE","PAYMENT_PROCESSING_FEE","TAX_ON_COMMISSION_FEE","TAX_ON_PAYMENT_PROCESSING_FEE","LEDGER_TRANSACTION_ID"
"2025-12-15 00:00:00",51,"2025-12-16 01:02:11","2025-12-16 01:02:12",384277,"ORDER_EARNINGS","Charged deduction of $4.47 for giveaway order aU8tEgJJMebVkrBxRjYbZ2","700911209","GIVEAWAY #9","GIVEAWAY","Baseball Singles","GIVEAWAY","",1,"","","c3804c33-690c-463a-ac2e-24dc9f2aaad7","MAGS AND SLABS $2 STARTS! SUDDEN DEATH! 💀 ","domtes","FL","US","238485122","USD",-4.47,0.00,0.00,0.00,0.00,4.47,0.00,0.00,0.00,0.00,"699917504"
"2025-12-15 00:00:00",51,"2025-12-16 01:07:24","2025-12-16 01:07:25",384277,"ORDER_EARNINGS","Charged deduction of $4.35 for giveaway order JjMTxtJ6dLbrNgtHfCacHb","700920914","GIVEAWAY #10","GIVEAWAY","Baseball Singles","GIVEAWAY","",1,"","","c3804c33-690c-463a-ac2e-24dc9f2aaad7","MAGS AND SLABS $2 STARTS! SUDDEN DEATH! 💀 ","van213","SC","US","238488478","USD",-4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,"699927294"
"2025-12-15 00:00:00",51,"2025-12-20 01:44:08","2025-12-20 01:44:10",384277,"ORDER_EARNINGS","Charged deduction of $0.78 for giveaway order DcJsPYNaCMdTNJpYYvaSoz","709295361","GIVEAWAY #14","GIVEAWAY","Baseball Singles","GIVEAWAY","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","trapper_","WY","US","241710801","USD",-0.78,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,"708478935"
"2025-12-15 00:00:00",51,"2025-12-16 03:45:22","2025-12-16 03:45:23",384277,"ORDER_EARNINGS","Charged deduction of $2.31 for giveaway order adE9jKmgkYrzqihGMLHgoW","701235193","GIVEAWAY #39","GIVEAWAY","Baseball Singles","GIVEAWAY","",1,"","","c3804c33-690c-463a-ac2e-24dc9f2aaad7","MAGS AND SLABS $2 STARTS! SUDDEN DEATH! 💀 ","chris051470","TN","US","238587284","USD",-2.31,0.00,0.00,0.00,0.00,2.31,0.00,0.00,0.00,0.00,"700245467"
"2025-12-15 00:00:00",51,"2025-12-16 03:51:59","2025-12-16 03:52:00",384277,"ORDER_EARNINGS","Charged deduction of $1.87 for giveaway order f3ouhtE4DHYHkNdZZmjuwM","701247939","GIVEAWAY #40","GIVEAWAY","Baseball Singles","GIVEAWAY","",1,"","","c3804c33-690c-463a-ac2e-24dc9f2aaad7","MAGS AND SLABS $2 STARTS! SUDDEN DEATH! 💀 ","nobel_savage","FL","US","238529328","USD",-1.87,0.00,0.00,0.00,0.00,1.87,0.00,0.00,0.00,0.00,"700258338"
"2025-12-15 00:00:00",51,"2025-12-20 04:04:10","2025-12-20 04:53:31",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #256","709594245","BASEBALL SINGLES #256","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","krismic","FL","US","241820326","USD",37.77,51.21,43.00,0.00,43.00,0.00,3.44,1.79,0.00,0.00,"708781477"
"2025-12-15 00:00:00",51,"2025-12-20 04:17:12","2025-12-20 04:53:31",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #271","709618378","BASEBALL SINGLES #271","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","labus6","MD","US","241827743","USD",29.80,40.84,34.00,0.00,34.00,0.00,2.72,1.48,0.00,0.00,"708805800"
"2025-12-15 00:00:00",51,"2025-12-20 03:40:37","2025-12-20 04:53:31",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #230","709548145","BASEBALL SINGLES #230","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","mdanz","AZ","US","241805310","USD",23.61,31.94,27.00,0.00,27.00,0.00,2.16,1.23,0.00,0.00,"708734897"
"2025-12-15 00:00:00",51,"2025-12-20 03:41:40","2025-12-20 04:53:31",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #231","709550359","BASEBALL SINGLES #231","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","mdanz","AZ","US","241805310","USD",20.08,26.96,23.00,0.00,23.00,0.00,1.84,1.08,0.00,0.00,"708737098"
"2025-12-15 00:00:00",51,"2025-12-20 03:38:45","2025-12-20 04:53:31",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #228","709544363","BASEBALL SINGLES #228","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","mdanz","AZ","US","241805310","USD",4.00,10.32,5.00,0.00,5.00,0.00,0.40,0.60,0.00,0.00,"708731161"
"2025-12-15 00:00:00",51,"2025-12-20 03:51:58","2025-12-20 04:53:31",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #242","709571036","BASEBALL SINGLES #242","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","pmcash","AZ","US","241813375","USD",19.11,28.68,22.00,0.00,22.00,0.00,1.76,1.13,0.00,0.00,"708757736"
"2025-12-15 00:00:00",51,"2025-12-20 03:56:12","2025-12-20 04:53:31",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #247","709579264","BASEBALL SINGLES #247","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","pmcash","AZ","US","241813375","USD",16.51,23.05,19.00,0.00,19.00,0.00,1.52,0.97,0.00,0.00,"708766091"
"2025-12-15 00:00:00",51,"2025-12-20 04:11:17","2025-12-20 04:53:31",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #264","709607579","BASEBALL SINGLES #264","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","acatohmygod","IN","US","241824390","USD",29.78,41.38,34.00,0.00,34.00,0.00,2.72,1.50,0.00,0.00,"708794876"
"2025-12-15 00:00:00",51,"2025-12-20 04:10:35","2025-12-20 04:53:31",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #263","709606266","BASEBALL SINGLES #263","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","adamsb02","CA","US","241823983","USD",17.33,26.60,20.00,0.00,20.00,0.00,1.60,1.07,0.00,0.00,"708793576"
"2025-12-15 00:00:00",51,"2025-12-20 03:38:09","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #227","709543175","BASEBALL SINGLES #227","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","robl85","TX","US","241804961","USD",17.32,26.84,20.00,0.00,20.00,0.00,1.60,1.08,0.00,0.00,"708729934"
"2025-12-15 00:00:00",51,"2025-12-20 03:53:58","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #245","709574965","BASEBALL SINGLES #245","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","rjames6","NC","US","241814551","USD",2.22,8.35,3.00,0.00,3.00,0.00,0.24,0.54,0.00,0.00,"708761709"
"2025-12-15 00:00:00",51,"2025-12-20 04:02:00","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #254","709590285","BASEBALL SINGLES #254","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","lucky_breaker","NJ","US","241819151","USD",19.11,28.58,22.00,0.00,22.00,0.00,1.76,1.13,0.00,0.00,"708777476"
"2025-12-15 00:00:00",51,"2025-12-20 03:13:27","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #194","709491003","BASEBALL SINGLES #194","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","paradam26008","CA","US","241789267","USD",7.56,14.65,9.00,0.00,9.00,0.00,0.72,0.72,0.00,0.00,"708677533"
"2025-12-15 00:00:00",51,"2025-12-20 03:23:34","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #208","709512616","BASEBALL SINGLES #208","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","sulllllyyyyy","WA","US","241795930","USD",19.08,29.62,22.00,0.00,22.00,0.00,1.76,1.16,0.00,0.00,"708699267"
"2025-12-15 00:00:00",51,"2025-12-20 03:58:12","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #250","709583077","BASEBALL SINGLES #250","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","paradam26008","CA","US","241789267","USD",2.37,3.24,3.00,0.00,3.00,0.00,0.24,0.39,0.00,0.00,"708769970"
"2025-12-15 00:00:00",51,"2025-12-20 03:18:34","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #201","709501970","BASEBALL SINGLES #201","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","paradam26008","CA","US","241789267","USD",3.18,6.88,4.00,0.00,4.00,0.00,0.32,0.50,0.00,0.00,"708688561"
"2025-12-15 00:00:00",51,"2025-12-20 04:09:48","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #262","709604769","BASEBALL SINGLES #262","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","paradam26008","CA","US","241789267","USD",32.58,39.87,37.00,0.00,37.00,0.00,2.96,1.46,0.00,0.00,"708792065"
"2025-12-15 00:00:00",51,"2025-12-20 03:53:27","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #244","709573969","BASEBALL SINGLES #244","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","sulllllyyyyy","WA","US","241795930","USD",5.92,7.70,7.00,0.00,7.00,0.00,0.56,0.52,0.00,0.00,"708760726"
"2025-12-15 00:00:00",51,"2025-12-20 03:02:03","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #179","709466619","BASEBALL SINGLES #179","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","igodawn","DE","US","241781635","USD",18.27,10.80,21.00,0.00,21.00,0.00,1.68,1.05,0.00,0.00,"708652895"
"2025-12-15 00:00:00",51,"2025-12-20 03:44:26","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #234","709556028","BASEBALL SINGLES #234","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","sulllllyyyyy","WA","US","241795930","USD",9.42,13.95,11.00,0.00,11.00,0.00,0.88,0.70,0.00,0.00,"708742790"
"2025-12-15 00:00:00",51,"2025-12-20 03:32:43","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #221","709531871","BASEBALL SINGLES #221","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","sulllllyyyyy","WA","US","241795930","USD",4.06,8.33,5.00,0.00,5.00,0.00,0.40,0.54,0.00,0.00,"708718646"
"2025-12-15 00:00:00",51,"2025-12-20 03:14:58","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #196","709494306","BASEBALL SINGLES #196","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","igodawn","DE","US","241781635","USD",15.67,20.28,18.00,0.00,18.00,0.00,1.44,0.89,0.00,0.00,"708680890"
"2025-12-15 00:00:00",51,"2025-12-20 03:43:40","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #233","709554440","BASEBALL SINGLES #233","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","paradam26008","CA","US","241789267","USD",8.54,12.47,10.00,0.00,10.00,0.00,0.80,0.66,0.00,0.00,"708741209"
"2025-12-15 00:00:00",51,"2025-12-20 04:14:39","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #268","709613633","BASEBALL SINGLES #268","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","josephfer68873","NY","US","241826295","USD",15.54,24.71,18.00,0.00,18.00,0.00,1.44,1.02,0.00,0.00,"708800954"
"2025-12-15 00:00:00",51,"2025-12-20 04:21:23","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #275","709626063","BASEBALL SINGLES #275","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","josephfer68873","NY","US","241826295","USD",37.84,49.07,43.00,0.00,43.00,0.00,3.44,1.72,0.00,0.00,"708813584"
"2025-12-15 00:00:00",51,"2025-12-20 04:16:25","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #270","709616952","BASEBALL SINGLES #270","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","chiefpops33","CA","US","241827311","USD",15.55,24.35,18.00,0.00,18.00,0.00,1.44,1.01,0.00,0.00,"708804302"
"2025-12-15 00:00:00",51,"2025-12-20 03:48:03","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #238","709563290","BASEBALL SINGLES #238","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","juanval35860","TX","US","241811057","USD",5.77,12.78,7.00,0.00,7.00,0.00,0.56,0.67,0.00,0.00,"708750057"
"2025-12-15 00:00:00",51,"2025-12-20 02:57:00","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #174","709455836","BASEBALL SINGLES #174","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","cdog32","OH","US","241778405","USD",9.33,16.89,11.00,0.00,11.00,0.00,0.88,0.79,0.00,0.00,"708641769"
"2025-12-15 00:00:00",51,"2025-12-20 03:46:08","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #236","709559472","BASEBALL SINGLES #236","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","icemanauctions","NY","US","241802607","USD",23.65,30.69,27.00,0.00,27.00,0.00,2.16,1.19,0.00,0.00,"708746230"
"2025-12-15 00:00:00",51,"2025-12-20 04:13:43","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #267","709611954","BASEBALL SINGLES #267","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","carddealer980913","TX","US","241825766","USD",20.88,31.18,24.00,0.00,24.00,0.00,1.92,1.20,0.00,0.00,"708799308"
"2025-12-15 00:00:00",51,"2025-12-20 04:15:31","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #269","709615284","BASEBALL SINGLES #269","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","icemanauctions","NY","US","241802607","USD",12.91,20.27,15.00,0.00,15.00,0.00,1.20,0.89,0.00,0.00,"708802642"
"2025-12-15 00:00:00",51,"2025-12-20 04:19:33","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #273","709622678","BASEBALL SINGLES #273","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","cdog32","OH","US","241778405","USD",17.41,23.75,20.00,0.00,20.00,0.00,1.60,0.99,0.00,0.00,"708810100"
"2025-12-15 00:00:00",51,"2025-12-20 02:50:09","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #171","709440658","BASEBALL SINGLES #171","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","caseypl154","LA","US","241773853","USD",30.62,44.08,35.00,0.00,35.00,0.00,2.80,1.58,0.00,0.00,"708626540"
"2025-12-15 00:00:00",51,"2025-12-20 02:33:29","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #160","709403929","BASEBALL SINGLES #160","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","tnance34","TX","US","241762229","USD",728.21,892.84,820.00,0.00,820.00,0.00,65.60,26.19,0.00,0.00,"708589309"
"2025-12-15 00:00:00",51,"2025-12-20 04:08:03","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #260","709601456","BASEBALL SINGLES #260","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","buccobanger","PA","US","241822508","USD",29.79,41.08,34.00,0.00,34.00,0.00,2.72,1.49,0.00,0.00,"708788761"
"2025-12-15 00:00:00",51,"2025-12-20 04:05:37","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #257","709596951","BASEBALL SINGLES #257","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","baseballherogs","TX","US","241821126","USD",34.22,46.82,39.00,0.00,39.00,0.00,3.12,1.66,0.00,0.00,"708784249"
"2025-12-15 00:00:00",51,"2025-12-20 04:08:49","2025-12-20 04:53:32",384277,"ORDER_EARNINGS","Earnings for selling a BASEBALL SINGLES #261","709602938","BASEBALL SINGLES #261","BASEBALL SINGLES","Baseball Singles","AUCTION","",1,"","","5ab716ba-eff7-4e65-99bf-2cd9ab7dca18","MAGS AND SLABS $2 STARTS!!","baseballherogs","TX","US","241821126","USD",26.29,34.68,30.00,0.00,30.00,0.00,2.40,1.31,0.00,0.00,"708790231"
