"Date","Time","TimeZone","Name","Type","Status","Currency","Amount","Fees","Total","Exchange Rate","Receipt ID","Balance","Transaction ID","Item Title"
"06/16/2025","20:08:08","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-113.18","0.00","-113.18",,"","0.00","1C025828MA608620K",""
"06/17/2025","18:11:25","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-94.58","0.00","-94.58",,"","0.00","20039891L6541010R",""
"06/17/2025","18:13:25","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-94.58","0.00","-94.58",,"","-94.58","46139869XL8310141","Order Number : 09-13217-09162"
"06/17/2025","18:13:25","PDT","","General Card Deposit","Completed","USD","94.58","0.00","94.58",,"","0.00","69355881NU949554K",""
"06/17/2025","18:13:25","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-94.58","0.00","-94.58",,"","0.00","20039891L6541010R",""
"06/18/2025","18:49:58","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-33.56","0.00","-33.56",,"","0.00","5H2408385R311992C",""
"06/18/2025","18:52:01","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-33.56","0.00","-33.56",,"","-33.56","5JX62951TT719973M","Order Number : 23-13202-98940"
"06/18/2025","18:52:01","PDT","","General Card Deposit","Completed","USD","33.56","0.00","33.56",,"","0.00","3XM1558477488405N",""
"06/18/2025","18:52:01","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-33.56","0.00","-33.56",,"","0.00","5H2408385R311992C",""
"06/18/2025","18:54:10","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-14.58","0.00","-14.58",,"","0.00","1GB86821MJ160262M",""
"06/18/2025","18:56:17","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-14.58","0.00","-14.58",,"","-14.58","8VD25229HN907922L","Order Number : 07-13224-05191"
"06/18/2025","18:56:17","PDT","","General Card Deposit","Completed","USD","14.58","0.00","14.58",,"","0.00","5C397426RW766553R",""
"06/18/2025","18:56:17","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-14.58","0.00","-14.58",,"","0.00","1GB86821MJ160262M",""
"06/19/2025","08:57:46","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-640.98","0.00","-640.98",,"","0.00","083941147V402992L",""
"06/19/2025","08:59:55","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-640.98","0.00","-640.98",,"","-640.98","6TB19076N8337300J","Order Number : 25-13202-40997"
"06/19/2025","08:59:55","PDT","","General Card Deposit","Completed","USD","640.98","0.00","640.98",,"","0.00","93921627LC1331737",""
"06/19/2025","08:59:55","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-640.98","0.00","-640.98",,"","0.00","083941147V402992L",""
"06/24/2025","08:10:50","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-71.45","0.00","-71.45",,"","0.00","27062590DB296563U",""
"06/24/2025","08:10:55","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-71.45","0.00","-71.45",,"","-71.45","3T761601WA0445734","Order Number : 17-13231-65958"
"06/24/2025","08:10:55","PDT","","General Card Deposit","Completed","USD","71.45","0.00","71.45",,"","0.00","0GC87364FL800153U",""
"06/24/2025","08:10:55","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-71.45","0.00","-71.45",,"","0.00","27062590DB296563U",""
"06/26/2025","17:42:58","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-218.90","0.00","-218.90",,"","0.00","92Y69663Y8930300W",""
"06/26/2025","17:45:12","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-218.90","0.00","-218.90",,"","-218.90","2SF87979FK7247238","Order Number : 12-13248-39335"
"06/26/2025","17:45:12","PDT","","General Card Deposit","Completed","USD","218.90","0.00","218.90",,"","0.00","0M5943324G4709135",""
"06/26/2025","17:45:12","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-218.90","0.00","-218.90",,"","0.00","92Y69663Y8930300W",""
"06/27/2025","09:47:28","PDT","Uber Eats","General Authorization","Pending","USD","-30.37","0.00","-30.37",,"","0.00","9A926674LU635620H",""
"06/27/2025","10:50:47","PDT","Uber Eats","PreApproved Payment Bill User Payment","Completed","USD","-25.38","0.00","-25.38",,"","-25.38","3U193726UB529502P",""
"06/27/2025","10:50:47","PDT","","General Card Deposit","Completed","USD","25.38","0.00","25.38",,"","0.00","9LK9689721127201H",""
"06/27/2025","10:50:47","PDT","Uber Eats","General Authorization","Completed","USD","-30.37","0.00","-30.37",,"","0.00","9A926674LU635620H",""
"06/27/2025","11:50:46","PDT","Uber Eats","PreApproved Payment Bill User Payment","Completed","USD","-4.99","0.00","-4.99",,"","-4.99","2SC18676VX0892411",""
"06/27/2025","11:50:46","PDT","","General Card Deposit","Completed","USD","4.99","0.00","4.99",,"","0.00","57895530K92797243",""
"06/27/2025","13:13:34","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-775.18","0.00","-775.18",,"","0.00","44651431TT786490Y",""
"06/27/2025","13:13:39","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-775.18","0.00","-775.18",,"","-775.18","2ET69203T8897401J","Order Number : 27-13231-81048"
"06/27/2025","13:13:39","PDT","","General Card Deposit","Completed","USD","775.18","0.00","775.18",,"","0.00","0X031494VS268823M",""
"06/27/2025","13:13:39","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-775.18","0.00","-775.18",,"","0.00","44651431TT786490Y",""
"06/27/2025","15:24:37","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-7.15","0.00","-7.15",,"","0.00","2HU29169AS096414U",""
"06/27/2025","15:24:42","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-7.15","0.00","-7.15",,"","-7.15","3HB35760AJ1524608","Order Number : 17-13245-17761"
"06/27/2025","15:24:42","PDT","","General Card Deposit","Completed","USD","7.15","0.00","7.15",,"","0.00","88T39339027280329",""
"06/27/2025","15:24:42","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-7.15","0.00","-7.15",,"","0.00","2HU29169AS096414U",""
"06/28/2025","10:48:58","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-96.06","0.00","-96.06",,"","0.00","381870140H5292836",""
"06/28/2025","10:51:02","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-96.06","0.00","-96.06",,"","-96.06","9FF94309DK6860509","Order Number : 15-13250-37809"
"06/28/2025","10:51:02","PDT","","General Card Deposit","Completed","USD","96.06","0.00","96.06",,"","0.00","4M125574E6397053L",""
"06/28/2025","10:51:02","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-96.06","0.00","-96.06",,"","0.00","381870140H5292836",""
"06/28/2025","20:52:39","PDT","Underdog Sports Inc","Express Checkout Payment","Completed","USD","-50.00","0.00","-50.00",,"","-50.00","5VD87406NH041920D",""
"06/28/2025","20:52:39","PDT","","General Card Deposit","Completed","USD","50.00","0.00","50.00",,"","0.00","4VF78450GD2861242",""
"06/29/2025","09:42:17","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-48.68","0.00","-48.68",,"","0.00","43911486M1974963S",""
"06/29/2025","09:42:22","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-48.68","0.00","-48.68",,"","-48.68","3Y744380CF652323F","Order Number : 21-13245-56130"
"06/29/2025","09:42:22","PDT","","General Card Deposit","Completed","USD","48.68","0.00","48.68",,"","0.00","5R8357091D1444918",""
"06/29/2025","09:42:22","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-48.68","0.00","-48.68",,"","0.00","43911486M1974963S",""
"06/29/2025","16:45:39","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-306.86","0.00","-306.86",,"","0.00","74Y22751XS677862E",""
"06/29/2025","16:47:45","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-306.86","0.00","-306.86",,"","-306.86","95G92466XL974512E","Order Number : 15-13255-17379"
"06/29/2025","16:47:45","PDT","","General Card Deposit","Completed","USD","306.86","0.00","306.86",,"","0.00","43772971H74936940",""
"06/29/2025","16:47:45","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-306.86","0.00","-306.86",,"","0.00","74Y22751XS677862E",""
"08/01/2025","10:39:15","PDT","Caleb Klimczak","Mobile Payment","Completed","USD","385.00","0.00","385.00",,"","385.00","2AK43119VE944144N",""
"08/03/2025","13:25:53","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-14.58","0.00","-14.58",,"","385.00","0CK04796UC1576432",""
"08/03/2025","13:27:56","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-14.58","0.00","-14.58",,"","370.42","5XN12191N05998732","Order Number : 22-13387-33373"
"08/03/2025","13:27:56","PDT","","General Card Deposit","Completed","USD","14.58","0.00","14.58",,"","385.00","9K1189649B829062S",""
"08/03/2025","13:27:56","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-14.58","0.00","-14.58",,"","385.00","0CK04796UC1576432",""
"08/03/2025","13:31:22","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-14.69","0.00","-14.69",,"","385.00","12330396EY102730W",""
"08/03/2025","13:33:23","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-14.69","0.00","-14.69",,"","370.31","41820135L5991131P","Order Number : 10-13403-32783"
"08/03/2025","13:33:23","PDT","","General Card Deposit","Completed","USD","14.69","0.00","14.69",,"","385.00","7FF0886817430034H",""
"08/03/2025","13:33:23","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-14.69","0.00","-14.69",,"","385.00","12330396EY102730W",""
"08/03/2025","13:47:13","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-16.49","0.00","-16.49",,"","385.00","2KS73177J1804593H",""
"08/03/2025","13:49:24","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-16.49","0.00","-16.49",,"","368.51","0HJ234487E5704924","Order Number : 26-13382-03476"
"08/03/2025","13:49:24","PDT","","General Card Deposit","Completed","USD","16.49","0.00","16.49",,"","385.00","7FH594814A100551K",""
"08/03/2025","13:49:24","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-16.49","0.00","-16.49",,"","385.00","2KS73177J1804593H",""
"08/03/2025","14:19:46","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-3.33","0.00","-3.33",,"","385.00","67Y52840RJ091360J",""
"08/03/2025","14:19:50","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-3.33","0.00","-3.33",,"","381.67","64599115DY227292G","Order Number : 24-13399-58851"
"08/03/2025","14:19:50","PDT","","General Card Deposit","Completed","USD","3.33","0.00","3.33",,"","385.00","58448196DN798424D",""
"08/03/2025","14:19:50","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-3.33","0.00","-3.33",,"","385.00","67Y52840RJ091360J",""
"08/03/2025","15:09:50","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-21.88","0.00","-21.88",,"","385.00","3XN721583C669882C",""
"08/03/2025","15:10:07","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-8.05","0.00","-8.05",,"","385.00","83T0993444626635K",""
"08/03/2025","15:11:59","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-21.88","0.00","-21.88",,"","363.12","9MD988563B468315Y","Order Number : 13-13399-98954"
"08/03/2025","15:11:59","PDT","","General Card Deposit","Completed","USD","21.88","0.00","21.88",,"","385.00","33K56593337098100",""
"08/03/2025","15:11:59","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-21.88","0.00","-21.88",,"","385.00","3XN721583C669882C",""
"08/03/2025","15:12:20","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-8.05","0.00","-8.05",,"","376.95","71957258SS382072N","Order Number : 26-13382-33690"
"08/03/2025","15:12:20","PDT","","General Card Deposit","Completed","USD","8.05","0.00","8.05",,"","385.00","0WY969364A751173B",""
"08/03/2025","15:12:20","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-8.05","0.00","-8.05",,"","385.00","83T0993444626635K",""
"08/06/2025","16:28:03","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-43.56","0.00","-43.56",,"","385.00","0S549221CR2933845",""
"08/06/2025","16:28:08","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-43.56","0.00","-43.56",,"","341.44","54L04728KD157832A","Order Number : 11-13416-42702"
"08/06/2025","16:28:08","PDT","","General Card Deposit","Completed","USD","43.56","0.00","43.56",,"","385.00","10859874CU432883S",""
"08/06/2025","16:28:08","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-43.56","0.00","-43.56",,"","385.00","0S549221CR2933845",""
"08/06/2025","17:28:41","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-15.85","0.00","-15.85",,"","385.00","0FE55596P4371603S",""
"08/06/2025","17:28:45","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-15.85","0.00","-15.85",,"","369.15","1252864637804974P","Order Number : 15-13411-15961"
"08/06/2025","17:28:45","PDT","","General Card Deposit","Completed","USD","15.85","0.00","15.85",,"","385.00","80P008093S478100L",""
"08/06/2025","17:28:45","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-15.85","0.00","-15.85",,"","385.00","0FE55596P4371603S",""
"08/06/2025","17:30:18","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-4.75","0.00","-4.75",,"","385.00","5F549476RP947993A",""
"08/06/2025","17:30:23","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-4.75","0.00","-4.75",,"","380.25","7S4922368H2644053","Order Number : 26-13396-51709"
"08/06/2025","17:30:23","PDT","","General Card Deposit","Completed","USD","4.75","0.00","4.75",,"","385.00","0E99261682769620H",""
"08/06/2025","17:30:23","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-4.75","0.00","-4.75",,"","385.00","5F549476RP947993A",""
"08/06/2025","17:36:18","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-5.50","0.00","-5.50",,"","385.00","90E23094T41171145",""
"08/06/2025","17:36:22","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-5.50","0.00","-5.50",,"","379.50","3SM72690WH0890050","Order Number : 12-13415-44975"
"08/06/2025","17:36:22","PDT","","General Card Deposit","Completed","USD","5.50","0.00","5.50",,"","385.00","5KE15293BY762833U",""
"08/06/2025","17:36:22","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-5.50","0.00","-5.50",,"","385.00","90E23094T41171145",""
"08/06/2025","17:57:07","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-6.57","0.00","-6.57",,"","385.00","8KM08538M9712990E",""
"08/06/2025","17:57:12","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-6.57","0.00","-6.57",,"","378.43","1C027292V3811923C","Order Number : 26-13396-59477"
"08/06/2025","17:57:12","PDT","","General Card Deposit","Completed","USD","6.57","0.00","6.57",,"","385.00","8CJ45310E7567031D",""
"08/06/2025","17:57:12","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-6.57","0.00","-6.57",,"","385.00","8KM08538M9712990E",""
"08/06/2025","19:42:24","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-4.95","0.00","-4.95",,"","385.00","13L84778KL688071X",""
"08/06/2025","19:44:25","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-4.95","0.00","-4.95",,"","380.05","9JV571246J154524D","Order Number : 23-13400-96795"
"08/06/2025","19:44:25","PDT","","General Card Deposit","Completed","USD","4.95","0.00","4.95",,"","385.00","9GA4304906936212M",""
"08/06/2025","19:44:25","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-4.95","0.00","-4.95",,"","385.00","13L84778KL688071X",""
"08/07/2025","00:54:45","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-7.70","0.00","-7.70",,"","385.00","10214406M6026445X",""
"08/07/2025","00:54:51","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-7.70","0.00","-7.70",,"","377.30","9MM98541Y2913284Y","Order Number : 08-13421-42107"
"08/07/2025","00:54:51","PDT","","General Card Deposit","Completed","USD","7.70","0.00","7.70",,"","385.00","9TC79078CV804100Y",""
"08/07/2025","00:54:51","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-7.70","0.00","-7.70",,"","385.00","10214406M6026445X",""
"08/07/2025","03:09:30","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-12.45","0.00","-12.45",,"","385.00","78209495SG4963920",""
"08/07/2025","03:09:34","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-12.45","0.00","-12.45",,"","372.55","28U43986V6052421T","Order Number : 20-13405-80392"
"08/07/2025","03:09:34","PDT","","General Card Deposit","Completed","USD","12.45","0.00","12.45",,"","385.00","1JF02834AY162652C",""
"08/07/2025","03:09:34","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-12.45","0.00","-12.45",,"","385.00","78209495SG4963920",""
"08/07/2025","12:54:15","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-6.51","0.00","-6.51",,"","385.00","6D191248GC5281842",""
"08/07/2025","12:56:22","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-6.51","0.00","-6.51",,"","378.49","7TP49855HR507490D","Order Number : 12-13418-77321"
"08/07/2025","12:56:22","PDT","","General Card Deposit","Completed","USD","6.51","0.00","6.51",,"","385.00","7C533970ND506162K",""
"08/07/2025","12:56:22","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-6.51","0.00","-6.51",,"","385.00","6D191248GC5281842",""
"08/07/2025","13:31:57","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-32.45","0.00","-32.45",,"","385.00","7M0743859E410625G",""
"08/07/2025","13:34:08","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-32.45","0.00","-32.45",,"","352.55","2U071864AD3849221","Order Number : 11-13420-07888"
"08/07/2025","13:34:08","PDT","","General Card Deposit","Completed","USD","32.45","0.00","32.45",,"","385.00","5E427779CB5966450",""
"08/07/2025","13:34:08","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-32.45","0.00","-32.45",,"","385.00","7M0743859E410625G",""
"08/07/2025","15:05:55","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-15.66","0.00","-15.66",,"","385.00","54268046LL481742J",""
"08/07/2025","15:07:56","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-15.66","0.00","-15.66",,"","369.34","3E8116321F4304708","Order Number : 02-13432-72463"
"08/07/2025","15:07:56","PDT","","General Card Deposit","Completed","USD","15.66","0.00","15.66",,"","385.00","5GJ00354UX454442E",""
"08/07/2025","15:07:56","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-15.66","0.00","-15.66",,"","385.00","54268046LL481742J",""
"08/10/2025","11:44:23","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-51.81","0.00","-51.81",,"","385.00","9VY9801548158204C",""
"08/10/2025","11:46:32","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-51.81","0.00","-51.81",,"","333.19","57R11990JJ770754F","Order Number : 27-13410-01869"
"08/10/2025","11:46:32","PDT","","General Card Deposit","Completed","USD","51.81","0.00","51.81",,"","385.00","4CR63459GE325254A",""
"08/10/2025","11:46:32","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-51.81","0.00","-51.81",,"","385.00","9VY9801548158204C",""
"08/11/2025","18:59:27","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-10.99","0.00","-10.99",,"","385.00","1K162216CS024304F",""
"08/11/2025","19:01:29","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-10.99","0.00","-10.99",,"","374.01","92M83057Y3625050H","Order Number : 01-13451-45466"
"08/11/2025","19:01:29","PDT","","General Card Deposit","Completed","USD","10.99","0.00","10.99",,"","385.00","4DP3202953638212S",""
"08/11/2025","19:01:29","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-10.99","0.00","-10.99",,"","385.00","1K162216CS024304F",""
"08/13/2025","06:27:32","PDT","","User Initiated Withdrawal","Completed","USD","-385.00","0.00","-385.00",,"","0.00","02S64529G2548034J",""
"08/13/2025","07:57:21","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-49.68","0.00","-49.68",,"","0.00","0ST08414EW872645V",""
"08/13/2025","07:59:51","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-49.68","0.00","-49.68",,"","-49.68","0J9184031H380971T","Order Number : 06-13450-79635"
"08/13/2025","07:59:51","PDT","","General Card Deposit","Completed","USD","49.68","0.00","49.68",,"","0.00","64X01263M3242600N",""
"08/13/2025","07:59:51","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-49.68","0.00","-49.68",,"","0.00","0ST08414EW872645V",""
"08/13/2025","22:47:50","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-7.43","0.00","-7.43",,"","0.00","1HS259994F3693622",""
"08/13/2025","22:47:55","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-7.43","0.00","-7.43",,"","-7.43","0CW15604SU389160B","Order Number : 26-13426-51173"
"08/13/2025","22:47:55","PDT","","General Card Deposit","Completed","USD","7.43","0.00","7.43",,"","0.00","8V045861DN312754E",""
"08/13/2025","22:47:55","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-7.43","0.00","-7.43",,"","0.00","1HS259994F3693622",""
"08/14/2025","02:24:21","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-12.45","0.00","-12.45",,"","0.00","1B9536214E641093F",""
"08/14/2025","02:24:26","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-12.45","0.00","-12.45",,"","-12.45","0CB4313369537381T","Order Number : 19-13436-39111"
"08/14/2025","02:24:26","PDT","","General Card Deposit","Completed","USD","12.45","0.00","12.45",,"","0.00","5L986540JG403704D",""
"08/14/2025","02:24:26","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-12.45","0.00","-12.45",,"","0.00","1B9536214E641093F",""
"08/14/2025","07:03:25","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-6.71","0.00","-6.71",,"","0.00","8VX64317DM0573704",""
"08/14/2025","07:06:30","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-6.71","0.00","-6.71",,"","-6.71","1UJ23154KB991074W","Order Number : 12-13446-65512"
"08/14/2025","07:06:30","PDT","","General Card Deposit","Completed","USD","6.71","0.00","6.71",,"","0.00","25S03996ER1627933",""
"08/14/2025","07:06:30","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-6.71","0.00","-6.71",,"","0.00","8VX64317DM0573704",""
"08/14/2025","12:05:16","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-12.45","0.00","-12.45",,"","0.00","3K577871N5600261T",""
"08/14/2025","12:06:10","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-12.45","0.00","-12.45",,"","-12.45","8VU07571YR560591U","Order Number : 12-13447-85606"
"08/14/2025","12:06:10","PDT","","General Card Deposit","Completed","USD","12.45","0.00","12.45",,"","0.00","2EX25347WL393270M",""
"08/14/2025","12:06:10","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-12.45","0.00","-12.45",,"","0.00","3K577871N5600261T",""
"08/16/2025","13:18:29","PDT","Underdog Sports Inc","Express Checkout Payment","Completed","USD","-80.00","0.00","-80.00",,"","-80.00","69C56903RJ202570C",""
"08/16/2025","13:18:29","PDT","","General Card Deposit","Completed","USD","80.00","0.00","80.00",,"","0.00","7W996546GK7583304",""
"08/18/2025","09:50:52","PDT","frederick crosse","Mobile Payment","Completed","USD","24.00","0.00","24.00",,"","24.00","5GF39693AG404292J","Postage refund"
"08/24/2025","08:46:33","PDT","","User Initiated Withdrawal","Completed","USD","-24.00","0.00","-24.00",,"","0.00","8SU11628SL7446643",""
"08/25/2025","06:40:09","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-15.80","0.00","-15.80",,"","0.00","95445545VM236962M",""
"08/25/2025","06:42:11","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-15.80","0.00","-15.80",,"","-15.80","4KP06295J9378713B","Order Number : 04-13502-08805"
"08/25/2025","06:42:11","PDT","","General Card Deposit","Completed","USD","15.80","0.00","15.80",,"","0.00","2H200846DR080041U",""
"08/25/2025","06:42:11","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-15.80","0.00","-15.80",,"","0.00","95445545VM236962M",""
"08/25/2025","10:02:04","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-6.95","0.00","-6.95",,"","0.00","7S2695626D997951B",""
"08/25/2025","10:02:09","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-6.95","0.00","-6.95",,"","-6.95","7VL22635DE260631U","Order Number : 06-13500-49270"
"08/25/2025","10:02:09","PDT","","General Card Deposit","Completed","USD","6.95","0.00","6.95",,"","0.00","0B415995F7352173U",""
"08/25/2025","10:02:09","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-6.95","0.00","-6.95",,"","0.00","7S2695626D997951B",""
"08/25/2025","17:02:36","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-16.61","0.00","-16.61",,"","0.00","0WF96375TF068725M",""
"08/25/2025","17:04:46","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-16.61","0.00","-16.61",,"","-16.61","6T518852FP077660L","Order Number : 15-13489-64021"
"08/25/2025","17:04:46","PDT","","General Card Deposit","Completed","USD","16.61","0.00","16.61",,"","0.00","7BX79497R5670323X",""
"08/25/2025","17:04:46","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-16.61","0.00","-16.61",,"","0.00","0WF96375TF068725M",""
"09/01/2025","20:37:54","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-5.85","0.00","-5.85",,"","0.00","2WD248059H2216720",""
"09/01/2025","20:37:58","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-5.85","0.00","-5.85",,"","-5.85","2XB0405279467161E","Order Number : 26-13504-56822"
"09/01/2025","20:37:58","PDT","","General Card Deposit","Completed","USD","5.85","0.00","5.85",,"","0.00","9X823455HN140471C",""
"09/01/2025","20:37:58","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-5.85","0.00","-5.85",,"","0.00","2WD248059H2216720",""
"09/02/2025","10:01:01","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-7.14","0.00","-7.14",,"","0.00","2GA14747FM523332V",""
"09/02/2025","10:01:05","PDT","eBay Commerce Inc.","PreApproved Payment Bill User Payment","Completed","USD","-7.14","0.00","-7.14",,"","-7.14","5EY136502S781463J","Order Number : 05-13535-67174"
"09/02/2025","10:01:05","PDT","","General Card Deposit","Completed","USD","7.14","0.00","7.14",,"","0.00","8TP59879ES657763U",""
"09/02/2025","10:01:05","PDT","eBay Commerce Inc.","General Authorization","Completed","USD","-7.14","0.00","-7.14",,"","0.00","2GA14747FM523332V",""
"09/06/2025","05:13:01","PDT","eBay Commerce Inc.","General Authorization","Pending","USD","-9.15","0.00","-9.15",,"","0.00","8TV79578WG6657602",""
